engagement_ratio,caption_length,hashtag_count,fft_max_freq,fft_max_amp,niche,label
0.009314516129032257,72,10,296.40000000000003,73844229.39514141,fyp,Low
0.007261306532663317,36,4,47.6,419711777.1830957,fyp,Low
0.007832493214424195,72,7,837.4000000000001,38628928.702178374,fyp,Low
0.006739097169089518,72,9,49.8,143116850.9612567,fyp,Low
0.008187134502923977,40,3,44.2,37462432.5830588,fyp,Low
0.005348837209302326,70,7,38.8,294613026.87582415,fyp,Low
0.09334889148191365,6,1,45.8,127589128.27878232,fyp,High
0.013461538461538462,23,3,863.4000000000001,90735765.45818168,fyp,Low
0.007016248153618907,45,4,65.4,50446175.67483221,fyp,Low
0.00746565331774335,17,2,36.6,194828572.66683817,fyp,Low
0.00905977945443993,72,5,66.0,95876592.68228136,fyp,Low
0.08133971291866028,11,2,43.8,120808548.6389901,fyp,High
0.007822376738305941,47,5,138.6,45950961.94746008,fyp,Low
0.009179340028694404,61,4,322.40000000000003,157731989.4719129,fyp,Low
0.006420664206642067,32,3,32.6,98209633.08276336,fyp,Low
0.08800489596083232,48,4,98.0,121373796.31006622,fyp,High
0.09477577438742488,72,10,63.0,59862537.78211579,fyp,High
0.08571428571428572,9,2,35.2,206161479.07506293,fyp,High
0.12620320855614972,6,1,414.6,12713803.465183986,fyp,High
0.011477361742127526,36,5,196.8,59104029.70511118,fyp,Low
0.008330658105939005,40,3,60.0,56527385.3523883,fyp,Low
0.09537480063795853,26,3,36.8,97863345.75611696,fyp,High
0.09710912052117264,6,1,292.40000000000003,30523938.195877332,fyp,High
0.09005481597494126,6,1,758.6,27417741.309745733,fyp,High
0.002542713567839196,39,5,57.400000000000006,545497586.9427978,fyp,Low
0.008841443230718305,39,5,49.0,492191900.1210329,fyp,Low
0.0065373134328358205,72,10,57.400000000000006,194438503.7015417,fyp,Low
0.004323671497584541,72,6,49.2,269971229.68078905,fyp,Low
0.07033838973162193,72,5,542.4,11863641.366006618,fyp,High
0.005494880546075085,41,5,56.6,3790169.386115568,fyp,Low
0.011285714285714286,44,3,294.2,88560413.54469328,fyp,Low
0.016355263157894737,35,5,196.8,113943792.92784698,fyp,Low
0.1483,72,3,226.4,27447134.709659994,fyp,High
0.008210526315789474,65,7,518.4,25948152.108833432,fyp,Low
0.005208076828367397,59,6,322.40000000000003,208277383.40868473,fyp,Low
0.009270553793608197,8,1,700.2,37803266.32325856,fyp,Low
0.003985074626865671,55,7,43.400000000000006,27723489.157312136,fyp,Low
0.0052156862745098035,42,6,124.6,114151013.8763716,fyp,Low
0.0069096774193548385,43,3,99.6,96275033.1897498,fyp,Low
0.015181818181818182,4,0,110.4,19383186.322619036,fyp,Low
0.11646586345381527,6,1,394.4,46189553.71342715,fyp,High
0.1024390243902439,72,5,54.6,84909874.78390025,fyp,High
0.09472727272727273,47,0,73.2,214164277.56470957,fyp,High
0.012074626865671642,64,4,59.8,64480000.41016019,fyp,Low
0.0007916216216216216,72,5,38.0,85169299.44283172,fyp,Low
0.004344325153374233,49,4,42.63576597978012,168759074.34585074,fyp,Low
0.00617816091954023,56,5,42.6,165886080.3935974,fyp,Low
0.008916666666666666,52,2,62.6,79157993.60164782,fyp,Low
0.004442491210447011,56,5,42.6,160655625.0419035,fyp,Low
0.013955555555555556,64,4,44.400000000000006,104932951.13304918,fyp,Low
0.0064533333333333335,72,14,336.40000000000003,26015011.79853249,food,Low
0.11321794871794871,47,4,78.80000000000001,26132744.237170428,food,High
0.07159725203950193,72,5,235.8,41693896.69682954,food,High
0.08293333333333333,20,3,0.0,208470088.0,food,High
0.06063888888888889,72,11,105.8,70746013.07669099,food,High
0.059375,72,9,401.4,40119225.56690561,food,High
0.081,72,11,80.80000000000001,984112379.5645226,food,High
0.08894736842105264,72,6,231.6,34695921.17624735,food,High
0.06654054054054054,11,1,62.8,11916300.72040311,food,High
0.08440425531914894,72,11,204.2,134604921.4832708,food,High
0.1144,37,1,31.200000000000003,103101561.9290838,food,High
0.08496732026143791,62,5,102.4,57686827.46196399,food,High
0.0783132530120482,12,1,505.6,9469363.22608712,food,High
0.06666666666666667,18,2,610.6,54697505.117473274,food,High
0.08430913348946135,37,1,977.6,4782068.436876802,food,High
0.014325274725274725,39,6,9.8,14375902.510436034,food,Low
0.09385113268608414,59,2,34.6,35048762.91754765,food,High
0.13157894736842105,72,8,1175.0,79585196.679628,food,High
0.01641025641025641,43,2,58.400000000000006,87960012.29369403,food,Low
0.01568421052631579,20,3,428.2000000000001,7704773.351724439,food,Low
0.002989130434782609,54,4,61.2,219651296.07506943,food,Low
0.10785365853658536,68,4,429.4,42793144.81348473,food,High
0.01066132264529058,26,3,54.2,971397.4174491464,food,Low
0.06875,72,7,115.2,73268008.9780425,food,High
0.009937462174702441,72,7,594.2,11150952.883569846,food,Low
0.01227450980392157,16,0,59.8,161619177.7252053,food,Low
0.009978494623655914,64,0,55.6,79990972.15502205,food,Low
0.010021178962230851,72,9,72.2,95932756.87368669,food,Low
0.06099387338325391,72,8,115.0,16220133.50995284,food,High
0.01211877513145685,72,6,120.0,46177479.62426004,food,Low
0.012365853658536586,72,6,551.2,7606090.527072913,food,Low
0.0061403508771929825,50,5,583.8000000000001,51469493.32995801,food,Low
0.013397129186602871,69,7,74.4,173912746.9588261,food,Low
0.01519879518072289,59,6,678.8000000000001,125023850.76717636,food,Low
0.002997142857142857,72,5,0.0,62468200.0,food,Low
0.013944223107569721,72,4,466.2000000000001,14543009.593548885,food,Low
0.007864406779661017,71,5,259.2,1817620.8053797325,food,Low
0.0036302032913843175,72,5,92.0,97078456.4830856,food,Low
0.012085308056872038,50,5,67.2,17472773.477595866,food,Low
0.006603518267929634,72,12,551.8000000000001,16645330.50051159,food,Low
0.012952755905511811,42,4,82.2,121630180.6320573,food,Low
0.016267529665587917,72,18,945.4,36860433.539438285,food,Low
0.012633333333333333,72,9,49.0,71112713.12957188,food,Low
0.01296269624081809,72,14,152.8,24649618.031242765,food,Low
0.06060606060606061,54,5,39.0,87619113.53579743,food,High
0.13043478260869565,6,1,36.4,28728732.021265797,food,High
0.06190476190476191,61,5,95.59957014748387,125251856.37682886,food,High
0.015576036866359447,30,4,215.8,46195976.08081906,food,Low
0.009,71,5,0.0,74547362.0,food,Low
0.012986666666666667,20,3,0.0,145623565.0,food,Low
0.07770769230769231,20,3,0.0,368861806.0,food,High
0.005178082191780822,72,13,69.4,465594794.80593085,food,Low
0.09815950920245399,72,18,552.6,35761991.609820545,food,High
0.1010467848750267,72,6,232.8,28463092.016475797,food,High
0.08681672025723473,72,5,366.8,4493283.717449331,food,High
0.013167259786476869,69,5,281.6,11194042.180186467,food,Low
0.0037294736842105264,43,5,441.4,23004167.529603392,food,Low
0.0044709090909090905,72,13,69.4,465594794.80593085,food,Low
0.09111764705882353,29,3,45.2,35506426.84970442,summervibes,High
0.10853994490358126,72,9,301.0,50867544.44474797,summervibes,High
0.014649061848505908,72,5,169.20000000000002,114885277.97307794,summervibes,Low
0.00469264544456641,72,5,95.4,12502837.433953136,summervibes,Low
0.0998,54,4,55.6,100584263.35862008,summervibes,High
0.005549263873159683,72,5,28.200000000000003,237304263.2441952,summervibes,Low
0.014947245017584994,72,5,30.6,138695898.86556253,summervibes,Low
0.17,72,6,400.6,69225059.99235621,summervibes,High
0.014449760765550239,72,8,51.2,122321357.70308302,summervibes,Low
0.05958064516129032,72,8,320.20000000000005,5301510.292753781,summervibes,High
0.09911862447623176,18,1,50.400000000000006,243851809.74501896,summervibes,High
0.006572425188176978,72,12,339.20000000000005,144000105.3002102,summervibes,Low
0.15319230769230768,72,12,44.400000000000006,402548246.6731196,summervibes,High
0.14962962962962964,55,2,51.6,199352604.09438404,summervibes,High
0.006849673202614379,72,10,59.0,51589023.5040141,summervibes,Low
0.01090937114673243,72,5,55.400000000000006,129337559.04961637,summervibes,Low
0.01435431537962362,41,5,55.0,43907134.36777269,summervibes,Low
0.05934379457917261,72,7,70.60000000000001,53798619.70892836,summervibes,High
0.12337662337662338,72,9,66.60000000000001,91562515.05164462,summervibes,High
0.0759375,26,1,637.4000000000001,30116947.835361883,summervibes,High
0.2299090909090909,51,3,328.8,54080614.299169786,summervibes,High
0.15383333333333332,72,8,0.4,4566396.511820611,summervibes,High
0.07547029702970297,72,6,52.0,35391552.969356954,summervibes,High
0.010672461116193962,72,37,68.04669926195831,67430401.66448501,summervibes,Low
0.058898305084745764,72,10,278.0,31254279.194979414,summervibes,High
0.013635452175656707,72,16,83.0,164750104.1106073,summervibes,Low
0.008373983739837398,72,9,659.2,156495501.6544133,summervibes,Low
0.14886934673366833,23,3,526.6,12878557.236107394,summervibes,High
0.11853846153846154,72,5,119.4,29335283.1463045,summervibes,High
0.14514736712294982,72,10,48.0,69102031.45411691,summervibes,High
0.20262793914246197,72,5,47.6,288486125.12316483,summervibes,High
0.007382978723404255,11,2,76.60000000000001,25375909.152971663,summervibes,Low
0.14285714285714285,72,7,443.2000000000001,18237507.307436775,summervibes,High
0.010019736842105264,33,0,52.0,62718806.83680916,summervibes,Low
0.08831003811944091,72,37,157.20000000000002,156609869.0142351,summervibes,High
0.06252176941832115,72,109,37.8,40105422.72770313,summervibes,High
0.006227871084884248,72,3,52.6,65062312.265691176,summervibes,Low
0.014353312302839117,65,5,47.6,341172792.2793494,summervibes,Low
0.003769230769230769,46,3,250.8,6256171.338625618,summervibes,Low
0.06743119266055046,72,10,660.4000000000001,3246400.169958095,summervibes,High
0.08329073482428115,72,5,241.6,29707366.00671866,OOTD,High
0.09976190476190476,72,5,68.4,127796305.9116934,OOTD,High
0.14094444444444446,39,2,54.400000000000006,56657559.09860283,OOTD,High
0.011242424242424243,56,5,371.6,3609484.413693544,OOTD,Low
0.17364939360529216,25,2,31.4,110133888.21128848,OOTD,High
0.1354375,58,3,33.2,105475931.7132736,OOTD,High
0.1102999885935896,72,5,86.0,98516491.2674945,OOTD,High
0.06581009088060169,44,4,50.6,45332471.78556311,OOTD,High
0.06582189369940161,72,5,46.2,98828589.74009056,OOTD,High
0.060636363636363634,62,5,50.2,55748741.95072147,OOTD,High
0.09941379310344828,72,5,480.4,16029458.620573752,OOTD,High
0.01150561797752809,72,5,77.0,268212103.14049128,OOTD,Low
0.11083743842364532,72,4,439.4,67306300.63398103,OOTD,High
0.014907749077490776,72,5,64.8,140355768.00148818,OOTD,Low
0.07040909090909091,72,7,501.6,28684650.218695316,OOTD,High
0.015652957069948965,36,3,54.0,113342474.92912276,OOTD,Low
0.09670079635949944,72,4,266.40000000000003,21820617.607856885,OOTD,High
0.005520169851380042,72,5,424.2000000000001,72712601.38745478,OOTD,Low
0.06776315789473684,25,0,44.400000000000006,324624472.044841,OOTD,High
0.1597315436241611,6,1,42.8,184650279.06500915,OOTD,High
0.15714814814814815,72,4,123.2,33494543.83318237,OOTD,High
0.059519650655021836,35,4,56.2,161899460.89924166,OOTD,High
0.06783333333333333,72,10,57.6,26755471.764874533,OOTD,High
0.15533333333333332,72,5,39.6,208748136.86128056,OOTD,High
0.09253731343283582,64,5,247.2,61393356.57881291,OOTD,High
0.08914285714285715,72,5,83.0,104671126.9918938,OOTD,High
0.11338753387533876,49,4,828.2,22426091.51155519,OOTD,High
0.0128125,72,5,82.2,204200639.56179535,OOTD,Low
0.005604838709677419,72,14,51.2,71422935.63383834,OOTD,Low
0.15365,72,4,278.0,14303746.970760558,OOTD,High
0.09289617486338798,72,7,314.0,75277336.55044837,OOTD,High
0.0663013698630137,56,3,53.400000000000006,101753645.4347465,OOTD,High
0.18523076923076923,65,4,43.400000000000006,99836168.05602744,OOTD,High
0.0933852140077821,52,4,79.60000000000001,39628580.75517005,OOTD,High
0.081375,25,2,836.4000000000001,60953451.450894035,OOTD,High
0.1515265736901621,72,5,277.6,94683771.43342309,OOTD,High
0.014785248815165877,72,3,57.8,102420760.70699236,OOTD,Low
0.012671232876712329,13,2,54.6,120402036.74382392,OOTD,Low
0.12366863905325444,72,6,37.2,217556479.0731835,OOTD,High
0.07563636363636364,72,8,37.6,46749549.34516727,OOTD,High
0.1303,72,9,33.4,237264021.0033278,OOTD,High
0.09880612244897959,72,3,116.4,211404489.3428661,OOTD,High
0.07158464566929133,53,5,90.6,130579336.64076728,OOTD,High
0.011888888888888888,72,13,19.6,92217466.63454758,OOTD,Low
0.06959072305593451,23,3,47.2,161962826.22771698,OOTD,High
0.11742190393875787,55,5,774.6,32498487.004022293,OOTD,High
0.012101079606121723,72,5,41.0,215429413.69885153,OOTD,Low
0.08187343582409724,72,11,43.0,227377052.4324811,OOTD,High
0.004358338499690018,72,5,107.4,173406555.87423405,OOTD,Low
0.014531752999707345,61,5,55.6,68538390.24485119,OOTD,Low
0.009000793021411577,72,22,676.4000000000001,22571013.891168375,OOTD,Low
0.014051638530287984,72,4,49.8,75014587.50272246,OOTD,Low
0.0694980694980695,72,10,41.2,245520286.50805852,OOTD,High
0.010528259017324624,72,3,455.4,51384864.78721246,OOTD,Low
0.07248002243095472,72,28,182.8,24577329.15166226,OOTD,High
0.16607773851590105,72,4,35.800000000000004,62656678.54275814,OOTD,High
0.1226905311778291,57,4,41.2,86046971.1607952,OOTD,High
0.22641509433962265,6,1,97.8,72651928.36633126,OOTD,High
0.10373222115281788,72,13,55.0,75139351.74531665,OOTD,High
0.06493067297937098,22,1,42.0,152128223.10930437,OOTD,High
0.06720833333333333,72,6,47.0,166822684.6477835,OOTD,High
0.10134789285104931,72,4,41.400000000000006,19913514.631713636,OOTD,High
0.014870395634379262,36,3,288.8,72953476.9466808,OOTD,Low
0.096125,72,5,83.0,104297862.39966798,OOTD,High
0.07879295892707461,50,4,69.0,56385824.018033735,OOTD,High
0.08651098901098901,36,4,53.400000000000006,80776127.137511,OOTD,High
0.12023317949963566,72,7,563.0,6353503.3133380655,OOTD,High
0.075875,72,11,56.0,57265522.07595925,OOTD,High
0.08573134328358209,72,4,70.4,47557223.023280315,OOTD,High
0.062275862068965515,72,4,742.4000000000001,337119307.1221364,music,High
0.07968,72,9,95.6,42717061.28047484,music,High
0.006694915254237288,72,19,370.0,19880570.380234372,music,Low
0.06686046511627906,72,12,61.0,819288563.7318761,music,High
0.013357142857142857,72,14,431.4,62805657.84481978,music,Low
0.00951063829787234,52,3,830.4000000000001,181853212.61174124,music,Low
0.11740890688259109,70,5,741.4000000000001,33535953.78527291,music,High
0.008174220507875281,72,4,26.6,651020360.290042,music,Low
0.013746105919003115,72,17,76.4,264360659.2488899,music,Low
0.012715714285714285,72,9,2642.4,127338752.70499235,music,Low
0.012026673017385092,66,6,28.200000000000003,122810173.28969926,music,Low
0.01322337154039698,63,5,48.400000000000006,44243367.46057565,music,Low
0.006684782608695652,58,5,109.4,117923803.2616226,music,Low
0.06912820512820513,72,5,39.8,278896487.46159,music,High
0.0645483870967742,32,4,207.4,108710357.402046,music,High
0.09403174603174604,72,12,64.2,188314462.4812533,music,High
0.01494818652849741,34,4,129.6,52039069.42571902,music,Low
0.010033444816053512,72,3,42.0,180853914.390689,music,Low
0.1277533039647577,72,11,37.8,145038151.40597862,music,High
0.057923076923076924,65,5,70.8,29233562.050664224,music,High
0.0121,45,4,370.2000000000001,221120253.1169031,music,Low
0.015399239543726236,70,3,52.8,37399276.14322636,music,Low
0.007240143369175628,23,3,315.8,96747536.51167531,music,Low
0.005288326300984528,19,0,41.400000000000006,204391743.77252325,music,Low
0.010867469879518072,72,13,41.400000000000006,72351103.47592488,music,Low
0.07730769230769231,72,5,40.2,590616333.3147227,music,High
0.06888888888888889,38,4,72.8,86887526.44644408,music,High
0.010607884441769485,72,5,59.8,391277087.9311209,music,Low
0.01372873769024172,55,4,34.6,14199293.555130212,music,Low
0.007214210802307289,72,5,59.8,52977635.95889312,music,Low
0.0159778159249967,33,5,36.0,250833774.22505885,music,Low
0.0656,66,5,36.8,15094643.617199663,music,High
0.015551724137931034,55,8,646.6,7495956.640270757,music,Low
0.009035714285714286,72,4,393.2000000000001,65225101.29031467,DIYProjects,Low
0.009833333333333333,72,5,60.0,191408862.69121835,DIYProjects,Low
0.01241025641025641,72,13,58.0,163824008.10326084,DIYProjects,Low
0.0069139144558743905,72,18,1054.0,67997009.65268274,DIYProjects,Low
0.015826335236815585,72,4,68.0,81900564.14837795,DIYProjects,Low
0.014423728813559323,72,8,294.0,712970.0075752267,DIYProjects,Low
0.010776388485024716,72,5,934.0,2101269.7153143445,DIYProjects,Low
0.007141057934508816,31,4,280.0,58636114.22379283,DIYProjects,Low
0.006532033426183844,72,5,4080.0,21032097.27172385,DIYProjects,Low
0.006148760330578512,72,20,408.0,205143979.03025895,DIYProjects,Low
0.01008,72,8,219.8,66195753.72368633,DIYProjects,Low
0.0029410344827586208,57,5,59.8,227177323.3242274,DIYProjects,Low
0.01323076923076923,59,5,512.6,10982133.041453447,DIYProjects,Low
0.004142857142857143,72,2,660.2,93678162.39344472,DIYProjects,Low
0.010524889942431425,72,7,109.8,153575009.83680713,DIYProjects,Low
0.00987878787878788,72,12,224.8,30903474.459515117,DIYProjects,Low
0.01331578947368421,72,9,74.0,126675354.06651366,DIYProjects,Low
0.0102,30,2,147.6,146361234.46083006,DIYProjects,Low
0.009052631578947368,68,5,43.400000000000006,135322048.14005804,DIYProjects,Low
0.014983431782163954,72,5,111.6,86448343.18433127,DIYProjects,Low
0.011571428571428571,72,14,50.0,102529437.13821942,DIYProjects,Low
0.005149375339489408,72,3,705.6,10081442.185906688,DIYProjects,Low
0.007203883495145631,72,18,52.0,270523916.49600357,DIYProjects,Low
0.008056537102473497,57,4,107.4,174619759.22158787,DIYProjects,Low
0.009181818181818182,72,16,101.6,332004639.64168227,DIYProjects,Low
0.005037854889589906,72,5,64.0,48747061.439495936,DIYProjects,Low
0.004933510638297872,56,4,36.8,123163858.44359796,DIYProjects,Low
0.011285714285714286,72,28,83.80000000000001,121821836.10746925,DIYProjects,Low
0.009541284403669725,72,5,59.8,374029728.87012655,DIYProjects,Low
0.01627659574468085,72,5,61.2,37319647.61392057,DIYProjects,Low
0.010085616438356164,46,0,223.4,31878974.784507837,DIYProjects,Low
0.006606648199445984,72,3,59.6,27634852.505223356,DIYProjects,Low
0.009679245283018868,72,5,34.4,165058658.8316785,DIYProjects,Low
0.005023107003199431,72,13,122.8,11248091.726344816,DIYProjects,Low
0.010074964058328199,72,10,51.6,239496274.54517743,DIYProjects,Low
0.011863075196408529,71,4,46.400000000000006,164789101.6021218,DIYProjects,Low
0.1310344827586207,41,5,156.8,18566850.60640349,DIYProjects,High
0.01475,72,77,143.20000000000002,96850684.1541016,DIYProjects,Low
0.009654943596549436,72,5,74.2,175575889.10622305,DIYProjects,Low
0.005796396911638547,35,4,179.8,83632351.8226983,DIYProjects,Low
0.01286842105263158,72,7,288.8,153431443.5544563,DIYProjects,Low
0.005076923076923077,70,5,88.2,3645166.776007848,DIYProjects,Low
0.09,72,10,39.6,257395732.65750545,DIYProjects,High
0.007311178247734139,60,5,596.0,4155445.4617920034,DIYProjects,Low
0.012187430601821009,72,10,52.6,240567624.63268265,DIYProjects,Low
0.014260355029585798,72,5,310.40000000000003,86899766.4186109,DIYProjects,Low
0.016305555555555556,52,4,115.0,16117471.63138399,DIYProjects,Low
0.07662550215741705,72,12,227.6,28281169.686176877,DIYProjects,High
0.009714285714285713,72,5,1134.4,21835604.471896887,DIYProjects,Low
0.016033333333333333,72,10,52.0,214095763.9296825,DIYProjects,Low
0.013753968253968255,72,6,87.2,113567347.26154952,DIYProjects,Low
0.009866666666666666,72,56,131.8,103620433.9376219,DIYProjects,Low
0.12954690491384813,72,4,45.8,147810494.622654,dance,High
0.01590840840840841,72,19,44.0,223941511.0903521,dance,Low
0.059018587360594794,62,4,49.6,95696115.38827202,dance,High
0.08456707043517273,28,2,54.6,127777380.27672486,dance,High
0.007588235294117647,33,4,445.0,26914499.089312837,dance,Low
0.009483495145631068,54,3,68.4,90198959.3210434,dance,Low
0.005009444444444445,72,12,65.4,47662511.960427925,dance,Low
0.008307692307692308,72,11,73.0,56685903.498492315,dance,Low
0.059130434782608696,72,5,37.2,57581424.97802418,dance,High
0.0684519547472433,42,5,439.4,2913723.479941162,dance,High
0.007655359917141377,62,3,59.8,355671241.7344596,dance,Low
0.13636363636363635,70,4,34.0,247526689.39204845,dance,High
0.06656006396162302,72,5,329.6,15615585.252604833,dance,High
0.011679650129834632,72,5,27.8,71463192.14690322,dance,Low
0.004699321047526673,43,5,37.0,93040979.42006826,dance,Low
0.07936507936507936,32,5,40.2,126627500.81231612,dance,High
0.011894736842105263,72,11,37.8,112782473.40137418,dance,Low
0.013932530883750396,72,5,56.2,41181393.44767844,dance,Low
0.008127659574468085,72,5,32.4,68875630.79018776,dance,Low
0.07909432429688293,72,9,52.0,302240892.2726035,dance,High
0.07272727272727272,32,0,45.0,96829527.56454904,dance,High
0.1071875,72,5,62.8,195505766.1301526,dance,High
0.06778276847692936,72,5,741.6,3743717.165918058,dance,High
0.012670157068062828,72,4,439.4,2942791.395080664,dance,Low
0.01524848803576124,58,5,57.2,131800809.28529584,dance,Low
0.007926314010478283,64,5,34.4,145149880.41372705,dance,Low
0.08038210624417522,61,4,40.400000000000006,33844252.078387804,dance,High
0.05956112852664577,52,5,53.400000000000006,166130235.84712628,dance,High
0.01297016861219196,63,6,359.40000000000003,34252489.48783955,dance,Low
0.0636,62,2,49.400000000000006,20223795.202938467,dance,High
0.005084602368866329,72,5,54.2,227825490.0524759,dance,Low
0.07563636363636364,23,2,30.200000000000003,97188568.5690536,dance,High
0.016456521739130436,48,2,72.0,28564934.35443648,dance,Low
0.011846355303360978,72,5,58.6,86160219.1508565,dance,Low
0.011947826086956522,37,0,813.8000000000001,78710687.86566424,dance,Low
0.005994152046783626,29,1,32.800000000000004,190409048.4271677,dance,Low
0.011010572903860339,14,1,483.8,15346312.145260898,dance,Low
0.12371134020618557,72,13,51.0,14477221.8966251,dance,High
0.1535294117647059,57,2,50.400000000000006,121319234.37999502,dance,High
0.007136363636363636,29,2,74.8,256677833.62879643,dance,Low
0.09947643979057591,60,5,66.0,155871786.35242125,dance,High
0.014803947719391837,66,5,47.0,241100453.29872543,dance,Low
0.11527586206896552,42,5,55.0,46810176.30255441,dance,High
0.010454545454545454,72,4,55.0,75462820.6906565,dance,Low
